resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,unified_main_points,year,round,circuitId,driver_form,team_form,driver_experience,q_rel_gap,qual_pos,dob,driverRef,age_at_race,sprint_target,circuit_avg_pos,driver_encoded
25146,1061,1,131,44,0.1,1,1,1,25.0,52,1:58:23.284,7103284,45,2,1:29.699,236.430,1,25,2021,10,9,0.43200000000000005,0.5380434782608696,0.6825,0.008975304040189896,0.0,1985-01-07,hamilton,0.7083333333333334,2.0,0.11578947368421053,345
25242,1065,1,131,44,0.2,\N,R,17,0.0,25,\N,\N,3,14,1:25.870,242.864,4,0,2021,14,14,0.7040000000000001,0.7391304347826088,0.6925,0.0,0.05263157894736842,1985-01-07,hamilton,0.7083333333333334,5.0,0.22556390977443608,345
25326,1071,1,131,44,0.5,1,1,1,25.0,71,1:32:22.851,5542851,46,2,1:11.982,215.503,1,25,2021,19,18,0.568,0.7010869565217392,0.705,0.0,0.0,1985-01-07,hamilton,0.7083333333333334,5.0,0.29959514170040485,345
25478,1077,1,131,44,0.7000000000000001,13,13,13,0.0,62,\N,\N,50,13,1:21.419,217.054,11,0,2022,4,21,0.568,0.7119565217391305,0.7225,0.4726143421795595,0.631578947368421,1985-01-07,hamilton,0.7499999999999999,14.0,0.02631578947368421,345
25608,1084,1,131,44,0.4,3,3,3,15.0,71,+41.217,5105529,63,5,1:09.000,225.286,1,15,2022,11,70,0.44799999999999995,0.5869565217391305,0.74,0.2244376170844814,0.42105263157894735,1985-01-07,hamilton,0.7499999999999999,8.0,0.16315789473684209,345
25807,1095,1,131,44,0.1,2,2,2,18.0,71,+1.529,5915573,63,2,1:13.942,209.791,1,18,2022,21,18,0.46399999999999997,0.5380434782608696,0.765,0.09037723322876863,0.3684210526315789,1985-01-07,hamilton,0.7499999999999999,3.0,0.2781954887218045,345
25911,1101,1,131,44,0.25,6,6,6,8.0,51,+46.145,5608581,48,7,1:45.346,205.141,1,8,2023,4,73,0.44799999999999995,0.5923913043478262,0.7775,0.18540504175363035,0.21052631578947367,1985-01-07,hamilton,0.7916666666666666,7.0,0.22807017543859648,345
26013,1107,1,131,44,0.25,8,8,8,4.0,71,+49.196,5182803,48,9,1:09.160,224.765,1,4,2023,9,70,0.488,0.5543478260869565,0.79,0.19029312376168955,0.21052631578947367,1985-01-07,hamilton,0.7916666666666666,10.0,0.15789473684210525,345
26069,1110,1,131,44,0.15000000000000002,4,4,4,13.0,44,+49.671,5000121,44,1,1:47.305,234.978,1,12,2023,12,13,0.512,0.5597826086956522,0.7975,0.04945686897908589,0.15789473684210525,1985-01-07,hamilton,0.7916666666666666,7.0,0.3651315789473684,345
26184,1115,1,131,44,0.15000000000000002,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,0,2023,17,78,0.424,0.41847826086956524,0.81,0.2797554978649016,0.10526315789473684,1985-01-07,hamilton,0.7916666666666666,5.0,0.0,345
26204,1116,1,131,44,0.15000000000000002,\N,D,19,0.0,56,\N,\N,42,4,1:39.582,199.301,2,0,2023,18,69,0.32799999999999996,0.37500000000000006,0.8125,0.0,0.10526315789473684,1985-01-07,hamilton,0.7916666666666666,2.0,0.04210526315789474,345
26233,1118,1,131,44,0.25,8,8,8,4.0,71,+1:02.859,7071753,59,12,1:14.739,207.554,1,4,2023,20,18,0.344,0.4293478260869566,0.8175,0.08349436719960016,0.21052631578947367,1985-01-07,hamilton,0.7916666666666666,7.0,0.2631578947368421,345
26373,1125,1,131,44,0.9,9,9,9,2.0,56,+57.986,6110540,34,14,1:40.835,194.610,1,2,2024,5,17,0.096,0.27717391304347827,0.835,0.19512552744955985,0.894736842105263,1985-01-07,hamilton,0.8333333333333334,2.0,0.14979757085020243,345
26390,1126,1,131,44,0.4,6,6,6,8.0,57,+16.585,5466461,54,7,1:31.233,213.554,1,8,2024,6,79,0.096,0.23913043478260873,0.8375,0.12126581609938553,0.3684210526315789,1985-01-07,hamilton,0.8333333333333334,16.0,0.2631578947368421,345
26488,1131,1,131,44,0.25,4,4,4,12.0,71,+23.142,5085940,61,7,1:09.562,223.466,1,12,2024,11,70,0.392,0.5217391304347826,0.85,0.09476181648309273,0.21052631578947367,1985-01-07,hamilton,0.8333333333333334,6.0,0.17543859649122803,345
26664,1139,1,131,44,0.8500000000000001,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,20,0,2024,19,69,0.392,0.47826086956521746,0.87,0.26490958195052194,0.9473684210526316,1985-01-07,hamilton,0.8333333333333334,6.0,0.1244019138755981,345
26694,1141,1,131,44,0.7000000000000001,10,10,10,1.0,69,+50.753,7665183,69,9,1:22.041,189.081,1,1,2024,21,18,0.256,0.4510869565217392,0.875,0.6604345092188447,0.7894736842105263,1985-01-07,hamilton,0.8333333333333334,11.0,0.26973684210526316,345
26736,1143,1,131,44,0.30000000000000004,12,12,12,0.0,57,+56.122,5521445,52,9,1:23.865,232.616,1,0,2024,23,78,0.312,0.5760869565217391,0.88,0.10843651214571229,0.2631578947368421,1985-01-07,hamilton,0.8333333333333334,6.0,0.47368421052631576,345
25152,1061,4,214,14,0.35000000000000003,7,7,7,6.0,52,+1:12.093,7175377,48,10,1:31.698,231.276,1,6,2021,10,9,0.12,0.0923913043478261,0.8025,0.212586487123355,0.5263157894736843,1981-07-29,alonso,0.8749999999999999,7.0,0.3931888544891641,20
25233,1065,4,214,14,0.5,8,8,8,4.0,53,+17.201,4931566,52,7,1:25.472,243.995,1,4,2021,14,14,0.21600000000000003,0.3369565217391305,0.8125,0.2607352846647115,0.631578947368421,1981-07-29,alonso,0.8749999999999999,11.0,0.458204334365325,20
25334,1071,4,214,14,0.6000000000000001,9,9,9,2.0,70,\N,\N,37,12,1:13.922,209.848,11,2,2021,19,18,0.11199999999999999,0.08695652173913045,0.8250000000000001,0.212968910055747,0.47368421052631576,1981-07-29,alonso,0.8749999999999999,12.0,0.33126934984520123,20
25484,1077,4,214,14,0.45,\N,R,19,0.0,6,\N,\N,5,19,1:39.685,177.282,130,0,2022,4,21,0.048,0.2173913043478261,0.8425,0.3958215697346132,0.21052631578947367,1981-07-29,alonso,0.9166666666666666,9.0,0.34210526315789475,20
25615,1084,4,214,14,0.9500000000000001,10,10,10,1.0,70,\N,\N,62,3,1:08.558,226.739,11,1,2022,11,70,0.20800000000000002,0.22282608695652173,0.86,0.2030140263627809,0.3684210526315789,1981-07-29,alonso,0.9166666666666666,20.0,0.6491228070175439,20
25810,1095,4,214,14,0.8500000000000001,5,5,5,10.0,71,+9.561,5923605,62,4,1:14.164,209.163,1,10,2022,21,18,0.096,0.15217391304347827,0.885,0.13267499558162668,0.3157894736842105,1981-07-29,alonso,0.9166666666666666,18.0,0.3362573099415205,20
25909,1101,4,117,14,0.30000000000000004,4,4,4,12.0,51,+22.024,5584460,49,3,1:44.241,207.315,1,12,2023,4,73,0.44,0.3858695652173913,0.8975,0.09907307325934511,0.2631578947368421,1981-07-29,alonso,0.9583333333333334,6.0,0.45263157894736833,20
26010,1107,4,117,14,0.35000000000000003,5,5,5,10.0,71,+30.317,5163924,54,8,1:09.108,224.934,1,10,2023,9,70,0.552,0.4619565217391305,0.91,0.18414361527387912,0.3157894736842105,1981-07-29,alonso,0.9583333333333334,5.0,0.631578947368421,20
26070,1110,4,117,14,0.45,5,5,5,10.0,44,+56.184,5006634,42,13,1:50.938,227.283,1,10,2023,12,13,0.336,0.2989130434782609,0.9175,0.10041812941000708,0.42105263157894735,1981-07-29,alonso,0.9583333333333334,20.0,0.5386996904024768,20
26171,1115,4,117,14,0.2,6,6,6,8.0,57,+49.032,5308200,57,6,1:26.045,226.723,1,8,2023,17,78,0.272,0.19565217391304351,0.93,0.05652683586418966,0.15789473684210525,1981-07-29,alonso,0.9583333333333334,8.0,0.10526315789473684,20
26201,1116,4,117,14,0.0,\N,R,16,0.0,49,\N,\N,47,7,1:39.954,198.559,140,0,2023,18,69,0.256,0.1739130434782609,0.9325,0.27535480723891087,0.8421052631578947,1981-07-29,alonso,0.9583333333333334,13.0,0.47368421052631576,20
26228,1118,4,117,14,0.2,3,3,3,15.0,71,+34.155,7043049,54,10,1:14.442,208.382,1,15,2023,20,18,0.096,0.09782608695652176,0.9375,0.06862983970573194,0.15789473684210525,1981-07-29,alonso,0.9583333333333334,11.0,0.3296398891966759,20
26371,1125,4,117,14,0.15000000000000002,7,7,7,7.0,56,+43.414,6095968,45,1,1:37.810,200.629,1,6,2024,5,17,0.24,0.2173913043478261,0.955,0.0878182277570823,0.10526315789473684,1981-07-29,alonso,0.9999999999999999,20.0,0.2736842105263158,20
26393,1126,4,117,14,0.75,9,9,9,2.0,57,+37.107,5486983,55,11,1:31.727,212.404,1,2,2024,6,79,0.24,0.21195652173913046,0.9575,0.19382235041826473,0.736842105263158,1981-07-29,alonso,0.9999999999999999,17.0,0.3157894736842105,20
26502,1131,4,117,14,0.75,18,18,18,0.0,70,\N,\N,70,1,1:07.694,229.633,11,0,2024,11,70,0.08,0.09782608695652176,0.97,0.1339618484814944,0.736842105263158,1981-07-29,alonso,0.9999999999999999,15.0,0.5933014354066986,20
26657,1139,4,117,14,0.35000000000000003,13,13,13,0.0,55,\N,\N,52,17,1:39.261,199.945,11,0,2024,19,69,0.136,0.0923913043478261,0.99,0.2216346412167273,0.3684210526315789,1981-07-29,alonso,0.9999999999999999,18.0,0.5052631578947369,20
26698,1141,4,117,14,0.45,14,14,14,0.0,69,+1:18.049,7692479,59,12,1:22.293,188.502,1,0,2024,21,18,0.096,0.06521739130434782,0.995,0.4234521111239549,0.42105263157894735,1981-07-29,alonso,0.9999999999999999,18.0,0.31842105263157894,20
26731,1143,4,117,14,0.4,7,7,7,6.0,57,+19.867,5485190,57,7,1:23.667,233.167,1,6,2024,23,78,0.032,0.02173913043478261,1.0000000000000002,0.10049545443807176,0.3684210526315789,1981-07-29,alonso,0.9999999999999999,11.0,0.18421052631578946,20
25160,1061,8,51,7,0.65,15,15,15,0.0,51,\N,\N,48,11,1:31.895,230.780,11,0,2021,10,9,0.008,0.010869565217391306,0.8475,0.33618924561968444,0.8421052631578947,1979-10-17,raikkonen,0.9583333333333334,13.0,0.31855955678670356,651
25337,1071,8,51,7,0.0,12,12,12,0.0,70,\N,\N,54,5,1:12.621,213.607,11,0,2021,19,18,0.064,0.04347826086956522,0.865,0.27996672826477376,0.6842105263157894,1979-10-17,raikkonen,0.9583333333333334,18.0,0.2631578947368421,651
25239,1065,9,51,88,0.8500000000000001,14,14,14,0.0,53,+29.769,4944134,53,12,1:25.849,242.924,1,0,2021,14,14,0.0,0.005434782608695653,0.24,0.5488146299033705,0.9473684210526316,1984-12-07,kubica,0.7499999999999999,18.0,0.4298245614035087,441
25164,1061,20,117,5,0.4,\N,R,19,0.0,40,\N,\N,35,19,1:33.059,227.894,31,0,2021,10,9,0.24,0.21195652173913046,0.6625,0.19027644565202584,0.47368421052631576,1987-07-03,vettel,0.6249999999999999,8.0,0.3834586466165414,812
25237,1065,20,117,5,0.55,12,12,12,0.0,53,+24.621,4938986,50,15,1:25.938,242.672,1,0,2021,14,14,0.08,0.07608695652173914,0.6725,0.23504843988312443,0.5263157894736843,1987-07-03,vettel,0.6249999999999999,12.0,0.3458646616541353,812
25336,1071,20,117,5,0.45,11,11,11,0.0,70,\N,\N,69,9,1:13.634,210.668,11,0,2021,19,18,0.055999999999999994,0.08152173913043478,0.685,0.23238856750763884,0.5789473684210527,1987-07-03,vettel,0.6249999999999999,10.0,0.24291497975708498,812
25473,1077,20,117,5,0.65,8,8,8,4.0,63,+1:10.892,5598878,47,9,1:21.211,217.610,1,4,2022,4,21,0.008,0.0,0.6975,0.4426877470355731,0.42105263157894735,1987-07-03,vettel,0.6666666666666666,13.0,0.6578947368421053,812
25622,1084,20,117,5,0.9,17,17,17,0.0,70,\N,\N,62,15,1:10.001,222.065,11,0,2022,11,70,0.08800000000000001,0.06521739130434782,0.715,0.5658548406493591,1.0,1987-07-03,vettel,0.6666666666666666,19.0,0.5473684210526315,812
25816,1095,20,117,5,0.45,11,11,11,0.0,71,+26.183,5940227,64,15,1:15.549,205.328,1,0,2022,21,18,0.128,0.13043478260869565,0.74,0.14941152025362087,0.631578947368421,1987-07-03,vettel,0.6666666666666666,9.0,0.2631578947368421,812
25922,1101,807,210,27,0.0,17,17,17,0.0,50,\N,\N,34,18,1:46.731,202.479,11,0,2023,4,73,0.048,0.03804347826086957,0.4625,0.3264358910496382,0.8421052631578947,1987-08-19,hulkenberg,0.7083333333333334,15.0,0.7105263157894737,381
26025,1107,807,210,27,0.4,\N,R,20,0.0,12,\N,\N,7,20,1:11.066,218.737,75,0,2023,9,70,0.0,0.005434782608695653,0.475,0.21318296091076172,0.3684210526315789,1987-08-19,hulkenberg,0.7083333333333334,6.0,0.6491228070175439,381
26083,1110,807,210,27,0.0,18,18,18,0.0,44,+1:50.450,5060900,26,4,1:49.907,229.415,1,0,2023,12,13,0.0,0.0,0.4825,0.9150461005788286,1.0,1987-08-19,hulkenberg,0.7083333333333334,17.0,0.5263157894736843,381
26181,1115,807,210,27,0.7000000000000001,16,16,16,0.0,56,\N,\N,45,12,1:26.489,225.559,11,0,2023,17,78,0.0,0.005434782608695653,0.495,0.23474338782489876,0.736842105263158,1987-08-19,hulkenberg,0.7083333333333334,16.0,0.47368421052631576,381
26196,1116,807,210,27,0.0,11,11,11,0.0,56,+1:29.904,5811266,45,12,1:40.925,196.648,1,0,2023,18,69,0.0,0.005434782608695653,0.49750000000000005,0.26763457899856763,0.7894736842105263,1987-08-19,hulkenberg,0.7083333333333334,15.0,0.611842105263158,381
26237,1118,807,210,27,0.55,12,12,12,0.0,70,\N,\N,66,14,1:15.036,206.732,11,0,2023,20,18,0.0,0.005434782608695653,0.5025000000000001,0.04269598322706826,0.5263157894736843,1987-08-19,hulkenberg,0.7083333333333334,18.0,0.4502923976608187,381
26374,1125,807,210,27,0.45,10,10,10,1.0,56,+1:00.476,6113030,32,13,1:40.815,194.649,1,1,2024,5,17,0.024,0.02173913043478261,0.52,0.07654743916793803,0.42105263157894735,1987-08-19,hulkenberg,0.7499999999999999,19.0,0.6432748538011694,381
26395,1126,807,210,27,0.45,11,11,11,0.0,57,+40.789,5490665,56,14,1:31.941,211.909,1,0,2024,6,79,0.032,0.027173913043478264,0.5225,0.17606375810245511,0.42105263157894735,1987-08-19,hulkenberg,0.7499999999999999,7.0,0.736842105263158,381
26490,1131,807,210,27,0.45,6,6,6,8.0,71,+54.088,5116886,51,14,1:10.215,221.388,1,8,2024,11,70,0.0,0.0,0.535,0.11350965787363267,0.42105263157894735,1987-08-19,hulkenberg,0.7499999999999999,19.0,0.6992481203007519,381
26652,1139,807,210,27,0.55,8,8,8,4.0,56,+1:02.957,5772596,51,12,1:38.404,201.686,1,4,2024,19,69,0.016,0.02173913043478261,0.555,0.13269387904561344,0.5789473684210527,1987-08-19,hulkenberg,0.7499999999999999,8.0,0.6023391812865497,381
26704,1141,807,210,27,0.8500000000000001,\N,D,20,0.0,0,\N,\N,21,16,1:23.764,185.191,2,0,2024,21,18,0.064,0.08695652173913045,0.56,0.7793026686026018,0.9473684210526316,1987-08-19,hulkenberg,0.7499999999999999,20.0,0.46315789473684216,381
26740,1143,807,210,27,0.9,\N,R,16,0.0,39,\N,\N,33,15,1:25.767,227.458,20,0,2024,23,78,0.096,0.09782608695652176,0.5650000000000001,0.32886932092676885,0.894736842105263,1987-08-19,hulkenberg,0.7499999999999999,7.0,0.7894736842105263,381
25161,1061,815,9,11,0.0,16,16,16,0.0,51,\N,\N,50,1,1:28.617,239.317,11,0,2021,10,9,0.5760000000000001,0.9347826086956522,0.5,0.09488178556772177,0.21052631578947367,1990-01-26,perez,0.4999999999999999,20.0,0.5964912280701755,609
25230,1065,815,9,11,0.4,5,5,5,10.0,53,+8.723,4923088,53,4,1:25.156,244.901,1,10,2021,14,14,0.096,0.48369565217391314,0.51,0.21129501352595795,0.42105263157894735,1990-01-26,perez,0.4999999999999999,9.0,0.3947368421052631,609
25329,1071,815,9,11,0.2,4,4,4,13.0,71,+39.940,5582791,71,1,1:11.010,218.453,1,12,2021,19,18,0.456,0.7771739130434784,0.5225,0.14208716035634184,0.15789473684210525,1990-01-26,perez,0.4999999999999999,4.0,0.5438596491228069,609
25467,1077,815,9,11,0.15000000000000002,2,2,2,18.0,63,+16.527,5544513,52,3,1:18.949,223.845,1,18,2022,4,21,0.24,0.5326086956521741,0.54,0.2758328627893845,0.3157894736842105,1990-01-26,perez,0.5416666666666666,3.0,0.3947368421052631,609
25625,1084,815,9,11,0.25,\N,R,20,0.0,24,\N,\N,5,20,1:11.843,216.371,130,0,2022,11,70,0.632,0.9510869565217392,0.5575,0.24620126480176444,0.631578947368421,1990-01-26,perez,0.5416666666666666,5.0,0.3631578947368421,609
25812,1095,815,9,11,0.2,7,7,7,6.0,71,+14.080,5928124,62,7,1:14.283,208.828,1,6,2022,21,18,0.624,1.0,0.5825,0.1542803274309283,0.42105263157894735,1990-01-26,perez,0.5416666666666666,5.0,0.5052631578947369,609
25906,1101,815,9,11,0.15000000000000002,1,1,1,25.0,51,1:32:42.436,5562436,50,5,1:44.589,206.625,1,25,2023,4,73,0.5920000000000001,0.9510869565217392,0.595,0.10698134518248575,0.10526315789473684,1990-01-26,perez,0.5833333333333334,1.0,0.21052631578947367,609
26008,1107,815,9,11,0.75,3,3,3,15.0,71,+17.188,5150795,52,2,1:08.111,228.227,1,15,2023,9,70,0.504,0.9836956521739132,0.6075,0.020840000986468692,0.736842105263158,1990-01-26,perez,0.5833333333333334,2.0,0.42105263157894735,609
26067,1110,815,9,11,0.1,2,2,2,18.0,44,+22.305,4972755,31,6,1:50.308,228.581,1,18,2023,12,13,0.46399999999999997,0.9945652173913044,0.615,0.11264130995616901,0.10526315789473684,1990-01-26,perez,0.5833333333333334,19.0,0.513157894736842,609
26175,1115,815,9,11,0.0,10,10,10,1.0,57,+1:20.181,5339349,50,7,1:26.220,226.263,1,1,2023,17,78,0.41600000000000004,0.8804347826086957,0.6275000000000001,0.25751114115908624,0.631578947368421,1990-01-26,perez,0.5833333333333334,18.0,0.15789473684210525,609
26189,1116,815,9,11,0.45,4,4,4,12.0,56,+18.460,5739822,40,5,1:39.737,198.991,1,12,2023,18,69,0.28,0.7880434782608696,0.63,0.21008378666146302,0.42105263157894735,1990-01-26,perez,0.5833333333333334,5.0,0.37368421052631573,609
26229,1118,815,9,11,0.45,4,4,4,12.0,71,+34.208,7043102,55,5,1:14.124,209.276,1,12,2023,20,18,0.136,0.6902173913043479,0.635,0.10373542591465473,0.42105263157894735,1990-01-26,perez,0.5833333333333334,3.0,0.48803827751196177,609
26367,1125,815,9,11,0.1,3,3,3,15.0,56,+19.160,6071714,33,7,1:39.388,197.444,1,15,2024,5,17,0.608,0.9565217391304349,0.6525,0.1678877883591279,0.05263157894736842,1990-01-26,perez,0.6249999999999999,3.0,0.5263157894736843,609
26388,1126,815,9,11,0.2,4,4,4,12.0,57,+14.650,5464526,55,3,1:30.855,214.442,1,12,2024,6,79,0.632,0.9728260869565217,0.655,0.02105661660303138,0.15789473684210525,1990-01-26,perez,0.6249999999999999,3.0,0.10526315789473684,609
26491,1131,815,9,11,0.4,7,7,7,6.0,71,+54.672,5117470,56,11,1:09.694,223.043,1,6,2024,11,70,0.16,0.657608695652174,0.6675,0.11044182928245341,0.3684210526315789,1990-01-26,perez,0.6249999999999999,8.0,0.3947368421052631,609
26651,1139,815,9,11,0.45,7,7,7,6.0,56,+59.072,5768711,45,13,1:38.514,201.461,1,6,2024,19,69,0.152,0.4619565217391305,0.6875,0.135084759749138,0.47368421052631576,1990-01-26,perez,0.6249999999999999,9.0,0.35406698564593303,609
26695,1141,815,9,11,0.6000000000000001,11,11,11,0.0,69,+51.531,7665961,67,11,1:22.143,188.846,1,0,2024,21,18,0.08800000000000001,0.3804347826086957,0.6925,0.3802273258934977,0.631578947368421,1990-01-26,perez,0.6249999999999999,8.0,0.4605263157894736,609
26741,1143,815,9,11,0.45,\N,R,17,0.0,38,\N,\N,31,12,1:25.288,228.735,20,0,2024,23,78,0.064,0.45652173913043487,0.6975,0.11884203603848266,0.42105263157894735,1990-01-26,perez,0.6249999999999999,20.0,0.3157894736842105,609
25150,1061,817,1,3,0.30000000000000004,5,5,5,10.0,52,+42.624,7145908,51,8,1:31.284,232.325,1,10,2021,10,9,0.128,0.41304347826086957,0.4875,0.14668211174253204,0.3157894736842105,1989-07-01,ricciardo,0.5416666666666666,6.0,0.41148325358851673,672
25226,1065,817,1,3,0.1,1,1,1,26.0,53,1:21:54.365,4914365,53,1,1:24.812,245.894,1,25,2021,14,14,0.22399999999999998,0.30434782608695654,0.49750000000000005,0.20687577141299673,0.21052631578947367,1989-07-01,ricciardo,0.5416666666666666,3.0,0.3894736842105263,672
25344,1071,817,1,3,0.55,\N,R,19,0.0,49,\N,\N,40,17,1:14.443,208.379,75,0,2021,19,18,0.376,0.44565217391304346,0.51,0.207466673777711,0.42105263157894735,1989-07-01,ricciardo,0.5416666666666666,11.0,0.5087719298245614,672
25483,1077,817,1,3,0.30000000000000004,18,18,18,0.0,62,\N,\N,61,14,1:21.577,216.634,11,0,2022,4,21,0.14400000000000002,0.22282608695652173,0.5275,0.3342744212309429,0.2631578947368421,1989-07-01,ricciardo,0.5833333333333334,6.0,0.18421052631578946,672
25614,1084,817,1,3,0.55,9,9,9,2.0,70,\N,\N,61,13,1:09.924,222.309,11,2,2022,11,70,0.032,0.14130434782608697,0.545,0.4060280527255618,0.7894736842105263,1989-07-01,ricciardo,0.5833333333333334,12.0,0.48947368421052634,672
25825,1095,817,1,3,0.55,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,0,2022,21,18,0.128,0.24456521739130438,0.5700000000000001,0.5553483186616254,0.6842105263157894,1989-07-01,ricciardo,0.5833333333333334,11.0,0.5526315789473684,672
26081,1110,817,213,3,0.9500000000000001,16,16,16,0.0,44,+1:43.071,5053521,25,15,1:50.994,227.169,1,0,2023,12,13,0.064,0.0,0.5775,0.7256808265790587,0.9473684210526316,1989-07-01,ricciardo,0.6249999999999999,10.0,0.4605263157894736,672
26200,1116,817,213,3,0.7000000000000001,15,15,15,0.0,55,\N,\N,49,2,1:39.366,199.734,11,0,2023,18,69,0.064,0.010869565217391306,0.58,0.2624877601716721,0.736842105263158,1989-07-01,ricciardo,0.6249999999999999,12.0,0.47368421052631576,672
26238,1118,817,213,3,0.8500000000000001,13,13,13,0.0,70,\N,\N,68,3,1:13.866,210.007,11,0,2023,20,18,0.064,0.06521739130434782,0.585,0.15908207083863213,0.8421052631578947,1989-07-01,ricciardo,0.6249999999999999,9.0,0.5933014354066986,672
26382,1125,817,215,3,0.6000000000000001,\N,R,18,0.0,33,\N,\N,16,16,1:40.994,194.304,31,0,2024,5,17,0.0,0.04755434782608696,0.6025,0.1646004750206275,0.5789473684210527,1989-07-01,ricciardo,0.6666666666666666,11.0,0.29605263157894735,672
26399,1126,817,215,3,1.0,15,15,15,0.0,57,+50.956,5500832,57,19,1:32.122,211.493,1,0,2024,6,79,0.0,0.03804347826086957,0.605,0.2354281952724472,0.894736842105263,1989-07-01,ricciardo,0.6666666666666666,4.0,0.631578947368421,672
26493,1131,817,215,3,0.55,9,9,9,2.0,71,+1:01.169,5123967,49,18,1:10.426,220.725,1,2,2024,11,70,0.032,0.08152173913043478,0.6175,0.10430617210009488,0.5263157894736843,1989-07-01,ricciardo,0.6666666666666666,14.0,0.4832535885167463,672
25148,1061,822,131,77,0.15000000000000002,3,3,3,15.0,52,+11.125,7114409,45,4,1:30.524,234.275,1,15,2021,10,9,0.36,0.5380434782608696,0.41000000000000003,0.188737822102279,0.10526315789473684,1989-08-28,bottas,0.5416666666666666,3.0,0.26900584795321636,102
